question	label
手沾水之后有一种灼烧感	medical
眼白上有一片灰色，无症状	medical
二度一型房室传导阻滞是怎么引起的	medical
有几年了，反反复复，有很多	medical
同房后吃了避孕药后月经提前了十几天左右	medical
头晕、头疼、胸闷、全身冒汗	medical
在一起一年多一直没事，前两天做完下体痒	medical
诊断为喉癌三期，不舒服两个月	medical
小便流出黄色液体请医生帮助	medical
我腋下有多发性淋巴结节，用力拍打了	medical
牙龈化脓厉害，持续二十多天	medical
恶性脑淋巴瘤是癌吗	medical
肝光点密集、肝左叶高回声光斑、胆囊癌毛糙	medical
脚疼，睡觉起来脚麻疼。	medical
封闭针能解决脚后跟疼痛吗？	medical
撸管不到两分钟算不算撸管	medical
三岁男童身高82是矮小症吗	medical
生殖器长了几个小水泡	medical
桥本甲状腺结节枕后淋巴疼	medical
阴部瘙痒，晚上痒的次数好像比较多一些，要	medical
宝宝干眼有什么症状	medical
先天性外斜视该怎么治疗	medical
子宫腺肌症原因是什么	medical
大便一直遇水既碎什么原因	medical
头疼，一跳一跳的，太难受了	medical
孕晚期妊娠糖尿病有什么症状	medical
乙肝大三阳，肝功能轻微异常	medical
退行性颈椎病有药治疗吗	medical
得了癫痫必须得吃药了吗？吃了药不能停吗？	medical
手足口病并发期多久	medical
产后17天，喂奶左侧乳房疼，无硬块	medical
我妈右下腹比较大，老是疼，来腰酸怕热，老	medical
后背长了一大颗，不痛不痒	medical
手淫后，衣服沾到会不会有后果	medical
孕囊离切口11mm怎么办	medical
额头一夜之间突然长了好多痘痘	medical
六个月宝宝肚脐发炎老是不好	medical
打疫苗之后能吃九味羌活丸吗	medical
包皮红肿痒怎么办？	medical
小孩口臭，大便前面干后面软	medical
眼睛不舒服，感觉很难受	medical
嘴唇干燥红肿嘴角皲裂唇炎吗	medical
怀孕9周了不想要要住院的吗？	medical
有点多囊卵巢，卵泡长不大	medical
身体没有毛病，就是亚健康	medical
有一天走了很远，回家就脚疼，脚背鼓了个筋	medical
如何预防高血压高血糖高血脂	medical
不是月经期间，但是有月经的现象，还出现黑	medical
特别累，犯困但又睡不着，浑身不舒服	medical
腹痛胃疼肚子疼是怎么回事啊	medical
骨科，半月板受损，还有积液	medical
耳聋耳鸣可以打新冠疫苗吗？	medical
七岁男孩身高105骨龄被定五岁	medical
舌头不舒服，喉咙有异物感	medical
孕12周查出胎儿脐疝	medical
小孩眼干，查什么	medical
不是同一个时间吃优思明有效吗	medical
月经推迟了还没有来，推迟六天了	medical
宝宝一岁多了准备断奶	medical
医生你好……我想了解一下	medical
打完狂犬疫苗第四针能喝酒嘛	medical
无痛胃镜可以自己一个人去做么？	medical
肾阴虚，性欲低下和早泄	medical
孕囊上周2.5×1.0×2.7有少许胎牙	medical
左眼红最近不舒服下眼睑拉下透明小泡泡明	medical
用法感觉塞不进去跟化了一样	medical
睾丸处红痒，大腿也是。	medical
想检查血不知传染没！	medical
请问高危四个月后去查传染四项，能准确查出	medical
左腿的筋一直在跳，跳了两三天了怎么回事	medical
怀孕了7个月跟别人同房还有会跟他有关系吗	medical
肚脐眼出白色东西里面还长了个东西	medical
类风湿关节炎患者注意事项	medical
大脚指甲碰到硬物后，趾甲和肉分离了2/3	medical
惊讶时瞳孔会怎样，放大还是缩小	medical
人的心脏会骤停吗	medical
十四岁女孩怎么改掉口吃	medical
脚水肿起疹子，脚上的疹子特别痒	medical
洗澡以后就晕，喘不上气，后来平躺，好了点	medical
最近尿出血块了怀疑尿路感染	medical
肩膀以及后背疼，尤其是右边	medical
看下有没有怀孕，今天的报告	medical
我15岁隐私部位越来越小	medical
扁桃体结石，喉咙三天左右就会出现新的	medical
右侧乳房突然没奶了是怎么回事	medical
月经量少是怎么回事？什么原因	medical
一喝酒就头上出汗是怎么回事	medical
狂犬病毒抗体多久产生维持多久	medical
小儿咽扁颗粒有没有什么注意事项？	medical
精神分裂症吃药有恐惧感	medical
老年高血压危象引发什么疾病	medical
最近这几年老是嗜睡？	medical
老年骨质疏松是缺钙吗	medical
5岁孩子口吃严重怎么办	medical
轻微嘴突下巴后缩短小	medical
我媳妇这次体检突然出现这个提问怎么回事	medical
已经有两个月没来月经了	medical
包皮手术后应该注意什么？	medical
4岁男孩身高97是矮小症吗	medical
女孩8岁117厘米是矮小症吗	medical
矮小症如何自己长高	medical
女孩子148算不算矮小症	medical
巨人症和矮小症原因	medical
孩子为什么得矮小症	medical
矮小症需要什么微量元素	medical
男生身高多高属于矮小症	medical
侏儒症是矮小症吗	medical
一岁宝宝能查矮小症吗	medical
孩子长得矮小是矮小症吗	medical
宝宝矮小症有什么状况	medical
遗传导致的矮小症能治疗吗	medical
儿童矮小症需要住院治疗吗	medical
儿子的矮小症怎么办	medical
女儿一米四八算矮小症吗	medical
有看儿童矮小症长高的吗	medical
晚期癌症肿瘤，病情需要用药	medical
关节疼，发热，说是夹阴伤寒	medical
知道先机会怎么样，精神病真的不能自愈吗	medical
帕金森是什么病?有什么症状?多久能好	medical
撸龄一年，我已经有中度手淫的症状了	medical
吃减肥药对身体有哪些危害	medical
右脚那个那个皮肤蹭破流血了。第2天就发烧	medical
早孕4周左右看不到孕囊	medical
缬沙坦氢氯噻嗪片可以早晚各半片么	medical
牙槽骨吸收有什么症状？	medical
右侧输尿管下段结石，两毫米严重吗	medical
前几天手淫，这两天感觉小便完还有怎么回事	medical
在酒吧上厕所生殖器碰到内壁会感染性病或者	medical
请问这些指标说明什么？会不会甲状腺功能减	medical
药流2周可以和藏红花吗	medical
左手食指奇痒难忍脱皮	medical
患有心悸更赛病人胃胀吃什么药	medical
谁能告诉我哪些食物偏酸性，	medical
怀孕两个多月阴道出血去医院做B超又说没事	medical
感觉全身无力还有全身疼怎么回事	medical
脖子酸痛属于脖子后侧问解决办法	medical
肺上拍片有结节，附2张报告	medical
思维迟缓，反应力差，记忆力也不好	medical
大概是腰部疼白带也有异味	medical
牙齿囊肿手术切除肿瘤	medical
甲状腺检查报告有什么问题吗？	medical
男朋友带套没射会怀孕吗！两天迟来生理期了	medical
预激综合征能参加剧烈运动吗	medical
龟头左右两边发白，一天了	medical
身上总是无缘无故起一些黑红色斑块	medical
颈椎病，颈肩劳损一年了，反反复复一直不好	medical
冶疗慢性肾炎旳中成药有哪些	medical
慢性荨麻疹急性发病期	medical
没吃什么特别的东西肚子阵痛一直闹肚子好几	medical
麻烦帮忙看看被什么咬的需要怎么处理？	medical
咨询人流手术，药流。	medical
硬膜囊你神经根受压做什么运动有助于恢复	medical
矮小症的标准身高是多少	medical
石黄皮和什么一起治疗肾炎	medical
心理问题导致口吃怎么办	medical
荨麻疹可以打新冠疫苗吗	medical
一岁宝宝感冒咳嗽气管炎	medical
撤退性出血6天正常吗？可以吃止血药吗	medical
老年人为什么会失眠老年人为什么会失眠	medical
同房第九天HCG小于5，是不是就不可能是	medical
肛门痛，瘙痒难耐，长红疙瘩	medical
哺乳期间妈妈可以打乙肝疫苗吗	medical
包皮手术关于拆线问题	medical
重度颅脑损伤病人吃天麻好吗	medical
洗澡的时候洗了阴道手上可能有精液残留会不	medical
宝宝快六个月了感觉有点拉肚子	medical
飞蚊症问题很多能够进行治疗吗？	medical
大便有鲜血，有肠功能紊乱的	medical
心口时常痛，做了一个肝功能	medical
剖腹产45天了，乳房胀痛难受背部刺辣疼手	medical
睡醒过后两侧腰肾疼痛耳鸣盗汗	medical
心理科检查结果指导意见	medical
睡眠难，大便难，胸背挛急，身麻，屈伸不利	medical
我想星期四上午挂董士奎医生	medical
宝宝两岁有点口吃怎么办	medical
尖锐湿疣患者的毛巾被普通人用	medical
后背有一点一点的像痘痘一样的东西	medical
眼部肿起来，会痒，手足有湿疹	medical
手脚发黄好像是肝的问题	medical
鼻子骨折，断端错位，片子看见坍塌厉害，但	medical
前列腺手术-健康咨询你们	medical
请帮忙看下孕妇b超谢谢	medical
手足口病洋葱能不能吃	medical
耳甲腔晚上睡觉疼，揉一揉就不疼了。	medical
下鄂跟脖子交界处里面有个小肉球	medical
和女朋友做爱的时候流血了	medical
舌头一直这样是肾阳虚？	medical
打暑假工，穿工作服，皮肤瘙痒	medical
包皮手术是否割多系带是否过短	medical
戒色后心脏神经官能症能好吗	medical
头疼浑身没劲嗓子疼出气很热手心发热但不发	medical
孩子呕吐，其它没什么症状	medical
人瘦肚子大且硬是怎么回事	medical
拔完智齿会有臭水从拔智齿的地方流出。（口	medical
耳朵痒痒想扣，听力下降	medical
我就想问服用白芍总苷胶囊期	medical
帕金森病吃美多芭药效只有5年吗	medical
食管癌术后八个月增强扫描	medical
小孩9岁，腋下汗臭味很大	medical
手指出现透明的疙瘩类似小水泡	medical
脖子上红一片然后变黑点	medical
打了新冠疫苗有时低烧,头皮痛,脚板发热	medical
关于痘痘想咨询医生一些问题	medical
一段时间睡的多一段时间睡不着	medical
危险期同房怀孕几率大不大	medical
请问新冠疫苗一针接种人群年龄有限制吗	medical
打了第二张hpv疫苗当天晚上喝了点酒要紧	medical
甲亢需要做什么检查这个是甲亢吗	medical
爱人血压问题，咨询一下	medical
孕晚期胎动在右边是怎么回事	medical
垂体泌乳素很高咋办月经也正常跟上个月生化	medical
打过疫苗想回老家还要隔离	medical
脖子两旁痒，红肿，起小包	medical
尿潜血加减号什么意思	medical
阴茎包皮有一部分皮肤很薄发亮有点粘	medical
想要去女儿脸上的痣，	medical
一个腿粗一个腿细，一周前左脚受伤，之前两	medical
血检报告显示怀孕了，没出血后自己测了一下	medical
吹空调着凉感冒，有点低热	medical
右侧颈部淋巴结一个月了还没好	medical
内裤上沾了精液，会导致怀孕吗	medical
慢性肾炎患者怎么提升免疫力	medical
不知道我有没有抑郁症	medical
孩子三岁半口腔内缝了三针现有白色类似溃疡	medical
胎停生化检查，医生帮我看下结果	medical
土狗的牙碰到日常用的饭瓢	medical
鼻咽部囊肿必须切除吗	medical
头像是被钉子扎一样疼了一晚上，天亮了也还	medical
接种新冠疫苗后的三个小时左右就开始腹泻	medical
是不是血小板和红细胞都有问题	medical
晚上睡不着，总想用水把手脚弄湿	medical
糖盐水电解质是口服补液盐吗	medical
验血后怎么确认手足口病	medical
阴道内白色豆腐状非常多还带微黄痒外阴微痛	medical
先天性心脏病一定手术吗	medical
头皮有时痒，有白色的东西	medical
我的右手脉搏在大拇指的另一侧是什么情况	medical
淋巴结后脑勺连着脖子长大片粉刺	medical
儿童主动脉瓣狭窄多吗	medical
6.18宫外孕做的腹腔镜左侧输卵管切除	medical
喉咙发炎发痒咳嗽有痰	medical
血压高有点头晕像没睡好一样	medical
为什么肾炎后来身体没有感觉不适	medical
咳嗽喉咙干燥鼻子堵塞	medical
经期紊乱，月经不调，经常推迟	medical
土狗的牙和唾液碰到了用的饭瓢会传染狂犬病	medical
麻烦医生帮我看一下脖子后面黑皱的缝隙有点	medical
高烧之后心包积液能治好吗	medical
被猫抓伤一点点会有事吗？	medical
小宝宝突然屁股后面红肿中间一条白白的像脓	medical
在拍pet-ct前一天，拍一个ct会不会	medical
右手中指的指甲退化有点胀	medical
狗疫苗冷冻了该怎么办	medical
大姆指健鞘炎，应该怎样冶疗。	medical
吃了舒肝解郁胶囊后有副作用	medical
怀疑是结膜炎又不确定	medical
前列腺炎治好会复发吗	medical
夏天用完朵美芭一直没斑，我爱吃牛肉会反弹	medical
脚有很多小红点很痒请问这是怎么回事11	medical
这个月没出现拉丝白带，乳房也不痛了	medical
怎么样才能快速解决口吃	medical
身上突然起了很多红疙瘩，很痒	medical
脖子上起的小颗粒，已经有一段时间了	medical
手足口病可以吃益生菌么	medical
嘴里总是有唾液怎么回事？	medical
星型细胞胶质瘤二级放化疗后	medical
长时间吃三黄片有什么不良影响	medical
肾炎算什么科室	medical
听说喝白瓜子油对备孕好？有这回事？	medical
阴经长个硬疙瘩好几天了摸摸不痛一掐就痛	medical
脸上长了扁平疣，去了医院，医院让涂斑蝥素	medical
新冠疫苗针孔处长疙瘩	medical
妈妈食道癌4个月了，现在吃东西就噎着，怎	medical
这个血管凸起属于静脉曲张吗	medical
姨妈来了半个月还没走，检查彩超没问题	medical
偏头疼，最近两个月都是隔一天就疼，这两周	medical
阴茎根本，阴毛一点红	medical
打完新冠肺苗以后的一系列反应。	medical
小腿上出现深色点，长在蚊子包的周围	medical
脑转移瘤一定是癌症吗	medical
小孩5岁发现口吃怎么办	medical
精子报告正常吗，是否畸形率高	medical
看下这个是什么东西，是发炎了还是结痂了	medical
